اسم الشركة,نوع الشركة,القطاع,رقم السجل التجاري,العنوان,المدينة,المنطقة,رقم الهاتف,البريد الإلكتروني,خط العرض,خط الطول,رقم الفاتورة,تاريخ الفاتورة,تاريخ الاستحقاق,نوع الفاتورة,المبلغ (ر.ق),الضريبة (5%),المبلغ الإجمالي (ر.ق),حالة الدفع,طريقة الدفع,تقييم مخاطر الفاتورة,فجوة الإيرادات/الضريبة المحتملة (ر.ق)
"Smith, Hahn and Brown",فردية,المقاولات,12889422,"2334 Reynolds Row
West Tracy, AR 65389",أم صلال,المنطقة 91,338.749.9470,williamgreene@example.org,24.861647,51.704631,INV-2114,2025-04-09,2025-05-28,فاتورة تدريب,23305.81,1165.29,24471.1,غير مدفوعة,بطاقة,متوسط,1165.29
"Smith, Hahn and Brown",فردية,المقاولات,12889422,"2334 Reynolds Row
West Tracy, AR 65389",أم صلال,المنطقة 91,338.749.9470,williamgreene@example.org,24.861647,51.704631,INV-2115,2024-08-26,2025-06-26,فاتورة مبيعات,4314.83,215.74,4530.57,غير مدفوعة,تحويل بنكي,متوسط,215.74
"Smith, Hahn and Brown",فردية,المقاولات,12889422,"2334 Reynolds Row
West Tracy, AR 65389",أم صلال,المنطقة 91,338.749.9470,williamgreene@example.org,24.861647,51.704631,INV-2116,2024-07-20,2025-05-30,فاتورة خدمات,47673.79,2383.69,50057.48,متأخرة,بطاقة,مرتفع,2383.69
"Smith, Hahn and Brown",فردية,المقاولات,12889422,"2334 Reynolds Row
West Tracy, AR 65389",أم صلال,المنطقة 91,338.749.9470,williamgreene@example.org,24.861647,51.704631,INV-2117,2025-03-02,2025-05-16,فاتورة مشتريات,1646.76,82.34,1729.1,مدفوعة,نقداً,منخفض,0.0
Dorsey-Hansen,شركة تضامنية,المقاولات,42206125,"30094 James Island
Vasquezville, NC 60153",الظعاين,المنطقة 91,(580)639-4976,foxsarah@example.org,25.529225,51.793639,INV-2118,2025-01-03,2025-05-29,فاتورة تدريب,42906.97,2145.35,45052.32,مدفوعة,نقداً,منخفض,0.0
Dorsey-Hansen,شركة تضامنية,المقاولات,42206125,"30094 James Island
Vasquezville, NC 60153",الظعاين,المنطقة 91,(580)639-4976,foxsarah@example.org,25.529225,51.793639,INV-2119,2025-02-17,2025-05-28,فاتورة تطوير ويب,20748.86,1037.44,21786.3,غير مدفوعة,بطاقة,متوسط,1037.44
"Sutton, Wiley and Banks",شركة تضامنية,الخدمات,25947431,"865 Christopher Junctions Apt. 174
West Joseph, LA 86820",الخور,المنطقة 23,+1-699-770-8582x870,victorialeonard@example.org,25.35704,50.846487,INV-2120,2025-04-07,2025-06-30,فاتورة شحن,40493.08,2024.65,42517.73,مدفوعة,شيك,منخفض,0.0
"Sutton, Wiley and Banks",شركة تضامنية,الخدمات,25947431,"865 Christopher Junctions Apt. 174
West Joseph, LA 86820",الخور,المنطقة 23,+1-699-770-8582x870,victorialeonard@example.org,25.35704,50.846487,INV-2121,2024-07-06,2025-06-05,فاتورة اتصالات,27837.1,1391.86,29228.96,متأخرة,تحويل بنكي,مرتفع,1391.86
"Sutton, Wiley and Banks",شركة تضامنية,الخدمات,25947431,"865 Christopher Junctions Apt. 174
West Joseph, LA 86820",الخور,المنطقة 23,+1-699-770-8582x870,victorialeonard@example.org,25.35704,50.846487,INV-2122,2024-05-25,2025-05-27,فاتورة ضريبة,39082.79,1954.14,41036.93,غير مدفوعة,تحويل بنكي,متوسط,1954.14
"Sutton, Wiley and Banks",شركة تضامنية,الخدمات,25947431,"865 Christopher Junctions Apt. 174
West Joseph, LA 86820",الخور,المنطقة 23,+1-699-770-8582x870,victorialeonard@example.org,25.35704,50.846487,INV-2123,2024-09-20,2025-05-24,فاتورة كهرباء,8907.61,445.38,9352.99,متأخرة,شيك,مرتفع,445.38
"Sutton, Wiley and Banks",شركة تضامنية,الخدمات,25947431,"865 Christopher Junctions Apt. 174
West Joseph, LA 86820",الخور,المنطقة 23,+1-699-770-8582x870,victorialeonard@example.org,25.35704,50.846487,INV-2124,2025-05-05,2025-05-17,فاتورة استشارة,9939.52,496.98,10436.5,غير مدفوعة,شيك,متوسط,496.98
"Sutton, Wiley and Banks",شركة تضامنية,الخدمات,25947431,"865 Christopher Junctions Apt. 174
West Joseph, LA 86820",الخور,المنطقة 23,+1-699-770-8582x870,victorialeonard@example.org,25.35704,50.846487,INV-2125,2024-10-09,2025-06-06,فاتورة خدمات,18604.36,930.22,19534.58,متأخرة,نقداً,مرتفع,930.22
"Sutton, Wiley and Banks",شركة تضامنية,الخدمات,25947431,"865 Christopher Junctions Apt. 174
West Joseph, LA 86820",الخور,المنطقة 23,+1-699-770-8582x870,victorialeonard@example.org,25.35704,50.846487,INV-2126,2025-03-15,2025-06-06,فاتورة مشتريات,44033.23,2201.66,46234.89,مدفوعة,شيك,منخفض,0.0
"Sutton, Wiley and Banks",شركة تضامنية,الخدمات,25947431,"865 Christopher Junctions Apt. 174
West Joseph, LA 86820",الخور,المنطقة 23,+1-699-770-8582x870,victorialeonard@example.org,25.35704,50.846487,INV-2127,2024-06-14,2025-05-27,فاتورة ضريبة,13258.01,662.9,13920.91,متأخرة,تحويل بنكي,مرتفع,662.9
"Sutton, Wiley and Banks",شركة تضامنية,الخدمات,25947431,"865 Christopher Junctions Apt. 174
West Joseph, LA 86820",الخور,المنطقة 23,+1-699-770-8582x870,victorialeonard@example.org,25.35704,50.846487,INV-2128,2024-08-26,2025-07-04,فاتورة صيانة,19384.94,969.25,20354.19,غير مدفوعة,شيك,متوسط,969.25
"Sutton, Wiley and Banks",شركة تضامنية,الخدمات,25947431,"865 Christopher Junctions Apt. 174
West Joseph, LA 86820",الخور,المنطقة 23,+1-699-770-8582x870,victorialeonard@example.org,25.35704,50.846487,INV-2129,2024-09-09,2025-07-03,فاتورة ضريبة,6212.66,310.63,6523.29,متأخرة,نقداً,مرتفع,310.63
"Phillips, Burton and Garcia",ذ.م.م,المقاولات,72009970,"23926 James Burg Apt. 201
Saundersburgh, FM 24788",الريان,المنطقة 23,5373301214,evanreyes@example.net,24.678841,51.524096,INV-2130,2024-07-26,2025-05-16,فاتورة خدمات,38723.15,1936.16,40659.31,غير مدفوعة,تحويل بنكي,متوسط,1936.16
"Phillips, Burton and Garcia",ذ.م.م,المقاولات,72009970,"23926 James Burg Apt. 201
Saundersburgh, FM 24788",الريان,المنطقة 23,5373301214,evanreyes@example.net,24.678841,51.524096,INV-2131,2024-12-28,2025-06-30,فاتورة برمجيات,46590.29,2329.51,48919.8,غير مدفوعة,شيك,متوسط,2329.51
"Phillips, Burton and Garcia",ذ.م.م,المقاولات,72009970,"23926 James Burg Apt. 201
Saundersburgh, FM 24788",الريان,المنطقة 23,5373301214,evanreyes@example.net,24.678841,51.524096,INV-2132,2025-03-04,2025-05-31,فاتورة اتصالات,10685.07,534.25,11219.32,غير مدفوعة,تحويل بنكي,متوسط,534.25
"Phillips, Burton and Garcia",ذ.م.م,المقاولات,72009970,"23926 James Burg Apt. 201
Saundersburgh, FM 24788",الريان,المنطقة 23,5373301214,evanreyes@example.net,24.678841,51.524096,INV-2133,2025-02-09,2025-06-01,فاتورة اتصالات,28420.74,1421.04,29841.78,مدفوعة,شيك,منخفض,0.0
Weber-Green,شركة تضامنية,الصناعة,57514830,"329 Jill Port Apt. 446
Danielville, GU 26364",أم صلال,المنطقة 23,(833)384-6568x26881,hromero@example.com,25.057669,51.717645,INV-2134,2024-05-24,2025-07-03,فاتورة اتصالات,18638.56,931.93,19570.49,غير مدفوعة,تحويل بنكي,متوسط,931.93
Weber-Green,شركة تضامنية,الصناعة,57514830,"329 Jill Port Apt. 446
Danielville, GU 26364",أم صلال,المنطقة 23,(833)384-6568x26881,hromero@example.com,25.057669,51.717645,INV-2135,2024-11-16,2025-06-11,فاتورة استشارة,16150.64,807.53,16958.17,غير مدفوعة,بطاقة,متوسط,807.53
Weber-Green,شركة تضامنية,الصناعة,57514830,"329 Jill Port Apt. 446
Danielville, GU 26364",أم صلال,المنطقة 23,(833)384-6568x26881,hromero@example.com,25.057669,51.717645,INV-2136,2024-06-06,2025-05-29,فاتورة صيانة,18203.94,910.2,19114.14,مدفوعة,بطاقة,منخفض,0.0
Weber-Green,شركة تضامنية,الصناعة,57514830,"329 Jill Port Apt. 446
Danielville, GU 26364",أم صلال,المنطقة 23,(833)384-6568x26881,hromero@example.com,25.057669,51.717645,INV-2137,2024-08-25,2025-06-26,فاتورة تدريب,3929.47,196.47,4125.94,متأخرة,بطاقة,مرتفع,196.47
Weber-Green,شركة تضامنية,الصناعة,57514830,"329 Jill Port Apt. 446
Danielville, GU 26364",أم صلال,المنطقة 23,(833)384-6568x26881,hromero@example.com,25.057669,51.717645,INV-2138,2025-04-10,2025-07-04,فاتورة شحن,20762.11,1038.11,21800.22,مدفوعة,بطاقة,منخفض,0.0
Weber-Green,شركة تضامنية,الصناعة,57514830,"329 Jill Port Apt. 446
Danielville, GU 26364",أم صلال,المنطقة 23,(833)384-6568x26881,hromero@example.com,25.057669,51.717645,INV-2139,2025-04-07,2025-05-26,فاتورة رسوم حكومية,37464.43,1873.22,39337.65,متأخرة,بطاقة,مرتفع,1873.22
Weber-Green,شركة تضامنية,الصناعة,57514830,"329 Jill Port Apt. 446
Danielville, GU 26364",أم صلال,المنطقة 23,(833)384-6568x26881,hromero@example.com,25.057669,51.717645,INV-2140,2025-02-12,2025-05-15,فاتورة أجور,46838.25,2341.91,49180.16,مدفوعة,نقداً,منخفض,0.0
"Montoya, Bond and Hayes",ذ.م.م,الخدمات,10352172,"861 Young Meadows Suite 518
West Noah, MD 27297",الظعاين,المنطقة 68,845.933.6635x419,wholt@example.com,25.487836,50.975665,INV-2141,2024-09-05,2025-06-10,فاتورة رسوم حكومية,13493.22,674.66,14167.88,غير مدفوعة,بطاقة,متوسط,674.66
"Montoya, Bond and Hayes",ذ.م.م,الخدمات,10352172,"861 Young Meadows Suite 518
West Noah, MD 27297",الظعاين,المنطقة 68,845.933.6635x419,wholt@example.com,25.487836,50.975665,INV-2142,2025-04-29,2025-05-18,فاتورة مشتريات,10754.76,537.74,11292.5,مدفوعة,نقداً,منخفض,0.0
"Montoya, Bond and Hayes",ذ.م.م,الخدمات,10352172,"861 Young Meadows Suite 518
West Noah, MD 27297",الظعاين,المنطقة 68,845.933.6635x419,wholt@example.com,25.487836,50.975665,INV-2143,2024-09-12,2025-05-16,فاتورة صيانة,30874.41,1543.72,32418.13,غير مدفوعة,شيك,متوسط,1543.72
"Singleton, Wright and Morrison",ذ.م.م,الصناعة,49476116,"7026 Nicole Circles Suite 381
North Tonytown, NY 13848",الخور,المنطقة 75,(546)603-9752x276,jon25@example.com,24.543072,51.711422,INV-2144,2024-05-22,2025-07-02,فاتورة تأجير,28876.76,1443.84,30320.6,متأخرة,نقداً,مرتفع,1443.84
"Singleton, Wright and Morrison",ذ.م.م,الصناعة,49476116,"7026 Nicole Circles Suite 381
North Tonytown, NY 13848",الخور,المنطقة 75,(546)603-9752x276,jon25@example.com,24.543072,51.711422,INV-2145,2025-02-04,2025-05-15,فاتورة مبيعات,35711.23,1785.56,37496.79,غير مدفوعة,تحويل بنكي,متوسط,1785.56
"Singleton, Wright and Morrison",ذ.م.م,الصناعة,49476116,"7026 Nicole Circles Suite 381
North Tonytown, NY 13848",الخور,المنطقة 75,(546)603-9752x276,jon25@example.com,24.543072,51.711422,INV-2146,2024-11-27,2025-05-09,فاتورة أجور,17056.61,852.83,17909.44,متأخرة,بطاقة,مرتفع,852.83
"Singleton, Wright and Morrison",ذ.م.م,الصناعة,49476116,"7026 Nicole Circles Suite 381
North Tonytown, NY 13848",الخور,المنطقة 75,(546)603-9752x276,jon25@example.com,24.543072,51.711422,INV-2147,2025-01-11,2025-05-15,فاتورة مبيعات,21606.48,1080.32,22686.8,مدفوعة,شيك,منخفض,0.0
"Singleton, Wright and Morrison",ذ.م.م,الصناعة,49476116,"7026 Nicole Circles Suite 381
North Tonytown, NY 13848",الخور,المنطقة 75,(546)603-9752x276,jon25@example.com,24.543072,51.711422,INV-2148,2025-02-06,2025-05-17,فاتورة رسوم حكومية,33200.96,1660.05,34861.01,مدفوعة,نقداً,منخفض,0.0
"Singleton, Wright and Morrison",ذ.م.م,الصناعة,49476116,"7026 Nicole Circles Suite 381
North Tonytown, NY 13848",الخور,المنطقة 75,(546)603-9752x276,jon25@example.com,24.543072,51.711422,INV-2149,2024-05-19,2025-05-09,فاتورة تأجير,40276.93,2013.85,42290.78,مدفوعة,نقداً,منخفض,0.0
"Singleton, Wright and Morrison",ذ.م.م,الصناعة,49476116,"7026 Nicole Circles Suite 381
North Tonytown, NY 13848",الخور,المنطقة 75,(546)603-9752x276,jon25@example.com,24.543072,51.711422,INV-2150,2024-11-01,2025-05-20,فاتورة مياه,21711.54,1085.58,22797.12,مدفوعة,شيك,منخفض,0.0
Cox and Sons,مساهمة,الخدمات,96646222,"443 David Passage Suite 121
South Cory, OH 24113",الخور,المنطقة 75,5792056290,michael56@example.net,25.586817,51.592429,INV-2151,2024-07-02,2025-06-29,فاتورة خدمات,23663.34,1183.17,24846.51,متأخرة,نقداً,مرتفع,1183.17
Cox and Sons,مساهمة,الخدمات,96646222,"443 David Passage Suite 121
South Cory, OH 24113",الخور,المنطقة 75,5792056290,michael56@example.net,25.586817,51.592429,INV-2152,2024-06-09,2025-05-27,فاتورة اشتراك سنوي,23809.09,1190.45,24999.54,متأخرة,نقداً,مرتفع,1190.45
Cox and Sons,مساهمة,الخدمات,96646222,"443 David Passage Suite 121
South Cory, OH 24113",الخور,المنطقة 75,5792056290,michael56@example.net,25.586817,51.592429,INV-2153,2024-12-02,2025-05-25,فاتورة شحن,12542.67,627.13,13169.8,مدفوعة,نقداً,منخفض,0.0
Cox and Sons,مساهمة,الخدمات,96646222,"443 David Passage Suite 121
South Cory, OH 24113",الخور,المنطقة 75,5792056290,michael56@example.net,25.586817,51.592429,INV-2154,2024-12-22,2025-06-11,فاتورة خدمات,15156.61,757.83,15914.44,متأخرة,تحويل بنكي,مرتفع,757.83
Cox and Sons,مساهمة,الخدمات,96646222,"443 David Passage Suite 121
South Cory, OH 24113",الخور,المنطقة 75,5792056290,michael56@example.net,25.586817,51.592429,INV-2155,2024-07-21,2025-06-19,فاتورة تأجير,18725.28,936.26,19661.54,غير مدفوعة,بطاقة,متوسط,936.26
Cox and Sons,مساهمة,الخدمات,96646222,"443 David Passage Suite 121
South Cory, OH 24113",الخور,المنطقة 75,5792056290,michael56@example.net,25.586817,51.592429,INV-2156,2024-06-24,2025-05-28,فاتورة مشتريات,7824.07,391.2,8215.27,مدفوعة,شيك,منخفض,0.0
Cox and Sons,مساهمة,الخدمات,96646222,"443 David Passage Suite 121
South Cory, OH 24113",الخور,المنطقة 75,5792056290,michael56@example.net,25.586817,51.592429,INV-2157,2024-11-19,2025-06-09,فاتورة تصميم,41165.93,2058.3,43224.23,غير مدفوعة,شيك,متوسط,2058.3
Cox and Sons,مساهمة,الخدمات,96646222,"443 David Passage Suite 121
South Cory, OH 24113",الخور,المنطقة 75,5792056290,michael56@example.net,25.586817,51.592429,INV-2158,2024-08-25,2025-06-10,فاتورة تطوير ويب,24184.68,1209.23,25393.91,مدفوعة,شيك,منخفض,0.0
Shannon-Gomez,ذ.م.م,التجارة,32239201,"5903 Leslie Mountain Suite 466
Shortfurt, CT 01631",الوكرة,المنطقة 23,(610)447-7679x80555,josephwalker@example.com,25.20995,51.484774,INV-2159,2025-04-15,2025-05-25,فاتورة تصميم,12557.32,627.87,13185.19,غير مدفوعة,شيك,متوسط,627.87
Shannon-Gomez,ذ.م.م,التجارة,32239201,"5903 Leslie Mountain Suite 466
Shortfurt, CT 01631",الوكرة,المنطقة 23,(610)447-7679x80555,josephwalker@example.com,25.20995,51.484774,INV-2160,2024-11-27,2025-06-11,فاتورة كهرباء,1597.95,79.9,1677.85,غير مدفوعة,تحويل بنكي,متوسط,79.9
Shannon-Gomez,ذ.م.م,التجارة,32239201,"5903 Leslie Mountain Suite 466
Shortfurt, CT 01631",الوكرة,المنطقة 23,(610)447-7679x80555,josephwalker@example.com,25.20995,51.484774,INV-2161,2024-10-05,2025-05-08,فاتورة مبيعات,34450.95,1722.55,36173.5,متأخرة,تحويل بنكي,مرتفع,1722.55
Shannon-Gomez,ذ.م.م,التجارة,32239201,"5903 Leslie Mountain Suite 466
Shortfurt, CT 01631",الوكرة,المنطقة 23,(610)447-7679x80555,josephwalker@example.com,25.20995,51.484774,INV-2162,2025-03-11,2025-05-15,فاتورة اشتراك سنوي,19282.04,964.1,20246.14,مدفوعة,شيك,منخفض,0.0
Shannon-Gomez,ذ.م.م,التجارة,32239201,"5903 Leslie Mountain Suite 466
Shortfurt, CT 01631",الوكرة,المنطقة 23,(610)447-7679x80555,josephwalker@example.com,25.20995,51.484774,INV-2163,2024-06-21,2025-06-08,فاتورة كهرباء,33898.45,1694.92,35593.37,غير مدفوعة,نقداً,متوسط,1694.92
Shannon-Gomez,ذ.م.م,التجارة,32239201,"5903 Leslie Mountain Suite 466
Shortfurt, CT 01631",الوكرة,المنطقة 23,(610)447-7679x80555,josephwalker@example.com,25.20995,51.484774,INV-2164,2024-10-27,2025-07-02,فاتورة خدمات,36337.38,1816.87,38154.25,مدفوعة,بطاقة,منخفض,0.0
Walsh-Knight,مساهمة,المقاولات,11562084,"5217 Diana Underpass Suite 308
East Michelle, OK 42828",الريان,المنطقة 75,(447)709-8657x406,james74@example.net,24.649137,51.624249,INV-2165,2025-03-08,2025-06-02,فاتورة خدمات,45905.04,2295.25,48200.29,مدفوعة,تحويل بنكي,منخفض,0.0
Walsh-Knight,مساهمة,المقاولات,11562084,"5217 Diana Underpass Suite 308
East Michelle, OK 42828",الريان,المنطقة 75,(447)709-8657x406,james74@example.net,24.649137,51.624249,INV-2166,2024-07-05,2025-06-27,فاتورة خدمات,20085.46,1004.27,21089.73,مدفوعة,بطاقة,منخفض,0.0
Walsh-Knight,مساهمة,المقاولات,11562084,"5217 Diana Underpass Suite 308
East Michelle, OK 42828",الريان,المنطقة 75,(447)709-8657x406,james74@example.net,24.649137,51.624249,INV-2167,2024-07-18,2025-05-14,فاتورة مبيعات,20706.76,1035.34,21742.1,غير مدفوعة,بطاقة,متوسط,1035.34
Barton PLC,شركة تضامنية,المقاولات,98566937,"1704 Kaylee Ways Apt. 978
Lisaview, MA 99176",الظعاين,المنطقة 75,(647)698-6581x1395,danamendoza@example.com,24.832702,51.165281,INV-2168,2024-05-17,2025-05-17,فاتورة مياه,4386.17,219.31,4605.48,غير مدفوعة,شيك,متوسط,219.31
Barton PLC,شركة تضامنية,المقاولات,98566937,"1704 Kaylee Ways Apt. 978
Lisaview, MA 99176",الظعاين,المنطقة 75,(647)698-6581x1395,danamendoza@example.com,24.832702,51.165281,INV-2169,2024-10-30,2025-06-04,فاتورة مشتريات,8059.44,402.97,8462.41,غير مدفوعة,تحويل بنكي,متوسط,402.97
Barton PLC,شركة تضامنية,المقاولات,98566937,"1704 Kaylee Ways Apt. 978
Lisaview, MA 99176",الظعاين,المنطقة 75,(647)698-6581x1395,danamendoza@example.com,24.832702,51.165281,INV-2170,2024-05-23,2025-05-19,فاتورة تدريب,7477.51,373.88,7851.39,مدفوعة,تحويل بنكي,منخفض,0.0
"Hampton, Curtis and Jones",ذ.م.م,الخدمات,34819130,"5179 Serrano Wall Suite 437
East Andrewton, PW 39580",الريان,المنطقة 75,001-790-797-3009x189,mcdanieljeffrey@example.com,25.658957,51.75575,INV-2171,2024-08-10,2025-05-15,فاتورة خدمات,22534.61,1126.73,23661.34,مدفوعة,شيك,منخفض,0.0
"Hampton, Curtis and Jones",ذ.م.م,الخدمات,34819130,"5179 Serrano Wall Suite 437
East Andrewton, PW 39580",الريان,المنطقة 75,001-790-797-3009x189,mcdanieljeffrey@example.com,25.658957,51.75575,INV-2172,2024-05-28,2025-05-24,فاتورة ضريبة,48898.56,2444.93,51343.49,مدفوعة,بطاقة,منخفض,0.0
"Hampton, Curtis and Jones",ذ.م.م,الخدمات,34819130,"5179 Serrano Wall Suite 437
East Andrewton, PW 39580",الريان,المنطقة 75,001-790-797-3009x189,mcdanieljeffrey@example.com,25.658957,51.75575,INV-2173,2024-12-16,2025-05-11,فاتورة خدمات,7694.47,384.72,8079.19,متأخرة,نقداً,مرتفع,384.72
"Hampton, Curtis and Jones",ذ.م.م,الخدمات,34819130,"5179 Serrano Wall Suite 437
East Andrewton, PW 39580",الريان,المنطقة 75,001-790-797-3009x189,mcdanieljeffrey@example.com,25.658957,51.75575,INV-2174,2024-08-13,2025-05-19,فاتورة خدمات,47281.58,2364.08,49645.66,متأخرة,نقداً,مرتفع,2364.08
"Hampton, Curtis and Jones",ذ.م.م,الخدمات,34819130,"5179 Serrano Wall Suite 437
East Andrewton, PW 39580",الريان,المنطقة 75,001-790-797-3009x189,mcdanieljeffrey@example.com,25.658957,51.75575,INV-2175,2024-10-11,2025-05-10,فاتورة تسويق رقمي,42487.77,2124.39,44612.16,مدفوعة,شيك,منخفض,0.0
"Hampton, Curtis and Jones",ذ.م.م,الخدمات,34819130,"5179 Serrano Wall Suite 437
East Andrewton, PW 39580",الريان,المنطقة 75,001-790-797-3009x189,mcdanieljeffrey@example.com,25.658957,51.75575,INV-2176,2025-03-23,2025-06-10,فاتورة تأجير,25755.77,1287.79,27043.56,مدفوعة,تحويل بنكي,منخفض,0.0
Stokes and Sons,مساهمة,المقاولات,64922173,"77072 Kristin Gardens
Adammouth, WY 51887",الظعاين,المنطقة 68,808.657.5075x751,russellfields@example.org,24.613507,50.814916,INV-2177,2024-11-23,2025-07-05,فاتورة مبيعات,37993.3,1899.67,39892.97,مدفوعة,شيك,منخفض,0.0
Stokes and Sons,مساهمة,المقاولات,64922173,"77072 Kristin Gardens
Adammouth, WY 51887",الظعاين,المنطقة 68,808.657.5075x751,russellfields@example.org,24.613507,50.814916,INV-2178,2025-02-13,2025-05-11,فاتورة خدمات,20084.35,1004.22,21088.57,متأخرة,نقداً,مرتفع,1004.22
Stokes and Sons,مساهمة,المقاولات,64922173,"77072 Kristin Gardens
Adammouth, WY 51887",الظعاين,المنطقة 68,808.657.5075x751,russellfields@example.org,24.613507,50.814916,INV-2179,2025-03-09,2025-06-01,فاتورة صيانة,11768.67,588.43,12357.1,مدفوعة,بطاقة,منخفض,0.0
Stokes and Sons,مساهمة,المقاولات,64922173,"77072 Kristin Gardens
Adammouth, WY 51887",الظعاين,المنطقة 68,808.657.5075x751,russellfields@example.org,24.613507,50.814916,INV-2180,2025-01-16,2025-06-25,فاتورة أجور,13200.18,660.01,13860.19,مدفوعة,تحويل بنكي,منخفض,0.0
Stokes and Sons,مساهمة,المقاولات,64922173,"77072 Kristin Gardens
Adammouth, WY 51887",الظعاين,المنطقة 68,808.657.5075x751,russellfields@example.org,24.613507,50.814916,INV-2181,2024-08-08,2025-05-17,فاتورة تطوير ويب,7310.63,365.53,7676.16,غير مدفوعة,نقداً,متوسط,365.53
Stokes and Sons,مساهمة,المقاولات,64922173,"77072 Kristin Gardens
Adammouth, WY 51887",الظعاين,المنطقة 68,808.657.5075x751,russellfields@example.org,24.613507,50.814916,INV-2182,2025-05-04,2025-06-21,فاتورة رسوم حكومية,48678.83,2433.94,51112.77,مدفوعة,تحويل بنكي,منخفض,0.0
Stokes and Sons,مساهمة,المقاولات,64922173,"77072 Kristin Gardens
Adammouth, WY 51887",الظعاين,المنطقة 68,808.657.5075x751,russellfields@example.org,24.613507,50.814916,INV-2183,2024-12-23,2025-07-01,فاتورة برمجيات,16324.37,816.22,17140.59,متأخرة,نقداً,مرتفع,816.22
Stokes and Sons,مساهمة,المقاولات,64922173,"77072 Kristin Gardens
Adammouth, WY 51887",الظعاين,المنطقة 68,808.657.5075x751,russellfields@example.org,24.613507,50.814916,INV-2184,2024-12-25,2025-06-01,فاتورة استشارة,9547.96,477.4,10025.36,مدفوعة,نقداً,منخفض,0.0
Khan LLC,شركة تضامنية,النقل,13232247,"562 John Gateway
Tonyport, AR 80936",أم صلال,المنطقة 68,592-873-4511x0638,vweeks@example.org,25.212912,51.257135,INV-2185,2024-06-10,2025-05-22,فاتورة مبيعات,27420.04,1371.0,28791.04,مدفوعة,شيك,منخفض,0.0
Khan LLC,شركة تضامنية,النقل,13232247,"562 John Gateway
Tonyport, AR 80936",أم صلال,المنطقة 68,592-873-4511x0638,vweeks@example.org,25.212912,51.257135,INV-2186,2025-02-20,2025-05-13,فاتورة تأجير,37281.87,1864.09,39145.96,غير مدفوعة,تحويل بنكي,متوسط,1864.09
Khan LLC,شركة تضامنية,النقل,13232247,"562 John Gateway
Tonyport, AR 80936",أم صلال,المنطقة 68,592-873-4511x0638,vweeks@example.org,25.212912,51.257135,INV-2187,2024-10-16,2025-05-17,فاتورة برمجيات,31785.74,1589.29,33375.03,متأخرة,شيك,مرتفع,1589.29
Khan LLC,شركة تضامنية,النقل,13232247,"562 John Gateway
Tonyport, AR 80936",أم صلال,المنطقة 68,592-873-4511x0638,vweeks@example.org,25.212912,51.257135,INV-2188,2024-12-21,2025-05-20,فاتورة أجور,33648.06,1682.4,35330.46,مدفوعة,نقداً,منخفض,0.0
Khan LLC,شركة تضامنية,النقل,13232247,"562 John Gateway
Tonyport, AR 80936",أم صلال,المنطقة 68,592-873-4511x0638,vweeks@example.org,25.212912,51.257135,INV-2189,2025-03-31,2025-06-28,فاتورة خدمات,13400.01,670.0,14070.01,غير مدفوعة,نقداً,متوسط,670.0
Khan LLC,شركة تضامنية,النقل,13232247,"562 John Gateway
Tonyport, AR 80936",أم صلال,المنطقة 68,592-873-4511x0638,vweeks@example.org,25.212912,51.257135,INV-2190,2025-05-06,2025-05-18,فاتورة تطوير ويب,36984.55,1849.23,38833.78,متأخرة,نقداً,مرتفع,1849.23
Robinson-Gonzalez,شركة تضامنية,الصناعة,98476266,"919 Davenport Tunnel
North Richard, MN 00739",الريان,المنطقة 68,001-788-756-0027x43754,steven84@example.net,24.741144,51.037254,INV-2191,2024-06-12,2025-06-20,فاتورة اشتراك سنوي,46453.58,2322.68,48776.26,متأخرة,تحويل بنكي,مرتفع,2322.68
Robinson-Gonzalez,شركة تضامنية,الصناعة,98476266,"919 Davenport Tunnel
North Richard, MN 00739",الريان,المنطقة 68,001-788-756-0027x43754,steven84@example.net,24.741144,51.037254,INV-2192,2024-08-31,2025-05-19,فاتورة برمجيات,43994.74,2199.74,46194.48,غير مدفوعة,شيك,متوسط,2199.74
Grant-Gomez,شركة تضامنية,الصناعة,68857066,"9277 Nathan Squares
Kimberlyhaven, IA 72727",الدوحة,المنطقة 36,5542316796,laura50@example.com,25.687547,50.857057,INV-2193,2025-05-05,2025-06-18,فاتورة تسويق رقمي,40271.0,2013.55,42284.55,متأخرة,بطاقة,مرتفع,2013.55
Grant-Gomez,شركة تضامنية,الصناعة,68857066,"9277 Nathan Squares
Kimberlyhaven, IA 72727",الدوحة,المنطقة 36,5542316796,laura50@example.com,25.687547,50.857057,INV-2194,2025-01-01,2025-06-23,فاتورة شحن,23383.74,1169.19,24552.93,متأخرة,بطاقة,مرتفع,1169.19
Nelson Inc,ذ.م.م,النقل,48663193,"8746 Kelsey Crossroad
Brendaport, TN 37163",الخور,المنطقة 91,805-934-8033x9336,campbellbryan@example.org,25.504806,51.562664,INV-2195,2024-08-19,2025-06-26,فاتورة اتصالات,21000.85,1050.04,22050.89,مدفوعة,بطاقة,منخفض,0.0
Nelson Inc,ذ.م.م,النقل,48663193,"8746 Kelsey Crossroad
Brendaport, TN 37163",الخور,المنطقة 91,805-934-8033x9336,campbellbryan@example.org,25.504806,51.562664,INV-2196,2025-01-17,2025-05-22,فاتورة تطوير ويب,2423.29,121.16,2544.45,متأخرة,تحويل بنكي,مرتفع,121.16
